cultivar,price,note,id,url,image,hybridizer,year,color,parentage,ploidy,bloomseason,budcount,branches,form,bloomsize,bloomhabit,seedlingnum,foliagetype,scapeheight,fragrance,sculpting,rebloom
Awesome Luck,$15.00,,152124,https://www.daylilies.org/DaylilyDB/detail.php?id=152124,https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Awesome_Luck.jpg,Stamile,2005,orange with red eye and edge above green throat,((Clovette Adams × (Sudden Fire × Tet. Frances Joiner)) × ((Mister Lucky × Awesome Candy) × (Panda Bear × Awesome Candy))),Tetraploid,"Early-Midseason,Rebloom",35,4,Double 98%,"5 in, (13 cm)",Diurnal,1163-A,Evergreen,"30 in, (76 cm)","","",""
Aztec Headdress,$10.00,,148888,https://www.daylilies.org/DaylilyDB/detail.php?id=148888,https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Aztec_headdress.jpg,Petit,2003,yellow with patterned eye of rose violet above green throat,(Time in a Bottle × Mardi Gras Ball),Tetraploid,"Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,S-04-04,Semi-Evergreen,"27 in, (69 cm)",Fragrant,"",""
Azure Wings,$10.00,,152108,https://www.daylilies.org/DaylilyDB/detail.php?id=152108,https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Azure_Wings.jpg,Stamile,2005,orchid lavender bicolor above green throat,(Bali Watercolor × Linguini),Tetraploid,"Early-Midseason,Rebloom",45,6,Spider 4.17:1,"11.5 in, (29 cm)",Diurnal,336-H,Evergreen,"41 in, (104 cm)","","",""
Baby Boomers Baby,$12.00,,148677,https://www.daylilies.org/DaylilyDB/detail.php?id=148677,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BABY_BOOMERS_BABY.jpg,Herrington-T.,2003,cream with deep purplish red eye and edge above green throat,(Baby Boomer  × Summer Dragon),Diploid,"Early-Midseason,Rebloom",40,7,"","4 in, (10 cm)",Diurnal,P-1-BB,Dormant,"26 in, (66 cm)",Fragrant,"",""
Baja California,"",,168114,https://www.daylilies.org/DaylilyDB/detail.php?id=168114,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Baja California.jpg,Trimmer,2011,orange pink blend with rouge eye and edge with gold double edge,(sdlg × Spanish Fiesta),Tetraploid,"Early-Midseason,Rebloom",50,3,"","7 in, (18 cm)",Diurnal,Aug-79,Evergreen,"36 in, (91 cm)",Fragrant,"",""
Balanced on the Blade's Edge,"",,181559,https://www.daylilies.org/DaylilyDB/detail.php?id=181559,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/balancedonthebladesedge.jpg,Salter,2016,"cream ivory caramel flower with a violet gray lavender eye and edge, very full and round form with light, tiny jagged teeth on the petal edges",(unknown × unknown),Tetraploid,"Midseason,Rebloom","","","","5 in, (13 cm)",Diurnal,JS0116,Semi-Evergreen,"36 in, (91 cm)","","",""
Bali Blender,"",,170741,https://www.daylilies.org/DaylilyDB/detail.php?id=170741,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bali Blender.jpg,Salter-E.H.,2012,lavender purple with a blended lavender violet blue purple eye and edge,(unknown × unknown),Diploid,"Early-Midseason,Rebloom",35,4,"","3.75 in, (10 cm)",Diurnal,Patt 094,Evergreen,"24 in, (61 cm)","","",""
Bali Watercolor,$10.00,,145714,https://www.daylilies.org/DaylilyDB/detail.php?id=145714,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/bali_watercolor.jpg,Stamile,2002,lavender with silvery watermark above green throat,(Lavender Arrowhead × Royal Celebration),Tetraploid,"Midseason,Rebloom",35,7,Spider 4.36:1,"9 in, (23 cm)",Diurnal,0144-G,Evergreen,"35 in, (89 cm)",Fragrant,"",""
Bama Bound,"",,13730,https://www.daylilies.org/DaylilyDB/detail.php?id=13730,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BAMA BOUND.jpg,Webster,1986,bright red self with green throat,(Night Raider × sdlg),Tetraploid,Midseason,"","","","5 in, (13 cm)",Diurnal,TEM-5107,Semi-Evergreen,"24 in, (61 cm)",Fragrant,"",""
Banana Breeze,$12.00,,173472,https://www.daylilies.org/DaylilyDB/detail.php?id=173472,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/banana breeze.jpg,Trimmer,2013,yellow self,(Debary Canary × Tet. Aldersgate),Tetraploid,"Early-Midseason,Rebloom",28,3,"","10.5 in, (27 cm)",Diurnal,Aug-51,Evergreen,"48 in, (122 cm)",Fragrant,"",""
Banana Pancakes,"",,182082,https://www.daylilies.org/DaylilyDB/detail.php?id=182082,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/bananapancakes.jpg,Trimmer,2017,peach pink and yellow blend with very pale rouge eye,(unknown × unknown),Tetraploid,"Early-Midseason,Rebloom",30,6,"","7.25 in, (18 cm)",Diurnal,13-Apr,Evergreen,"34 in, (86 cm)",Fragrant,"",""
Banana Smoothie,$30.00,,154997,https://www.daylilies.org/DaylilyDB/detail.php?id=154997,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/banana_smoothie.jpg,George-T.,2006,yellow self above green throat,((Rob Cobb × Galaxy Rose) × Webster's Pink Wonder),Tetraploid,"Early-Midseason,Rebloom",40,6,Unusual FormCrispate,"10 in, (25 cm)",Diurnal,5854WebstersPW,Semi-Evergreen,"64 in, (163 cm)","","",""
Banana Split Cupcake,"",,644,https://www.daylilies.org/DaylilyDB/detail.php?id=644,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Banana_Split_Cupcake.jpg,Herrington-T.,2000,pink lavender blend with darker blended eye above green throat,(Tropical Fiesta × sdlg),Diploid,"Early-Midseason,Rebloom",26,5,Double 93%,"3.87 in, (10 cm)",Diurnal,217-BSC,Semi-Evergreen,"28 in, (71 cm)","","",""
Banded Broadbill,"",,175616,https://www.daylilies.org/DaylilyDB/detail.php?id=175616,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BANDED BROADBILL.jpg,Lambertson,2014,"medium purple, multi-patterned eye of fuschia, light gray, dark gray and purple, green throat",(sdlg × sdlg),Tetraploid,"Early-Midseason,Rebloom",20,3,"","6 in, (15 cm)",Diurnal,LL269,Semi-Evergreen,"38 in, (97 cm)","","",""
Bandit Bay,"",,166897,https://www.daylilies.org/DaylilyDB/detail.php?id=166897,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bandit Bay.jpg,Salter-E.H.,2009,"bright golden with a dark triangular raisin plum eye and a slight edge, above a small olive green heart",(unknown × unknown),Tetraploid,"Early-Midseason,Rebloom","","","","2.75 in, (7 cm)","","",Evergreen,"19 in, (48 cm)","","",""
Bandito Rojo,$10.00,,142581,https://www.daylilies.org/DaylilyDB/detail.php?id=142581,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bandito_Rojo.jpg,Santa Lucia,2000,red with wide darker red band above a lighter band above yellow with green heart throat,(sdlg × Tet. Vegas Lights),Tetraploid,Midseason,20,3,"","6.5 in, (17 cm)",Diurnal,IGG 0070,Dormant,"28 in, (71 cm)","","",""
Barbara Mandrell,$10.00,,162373,https://www.daylilies.org/DaylilyDB/detail.php?id=162373,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Barbara_Mandrell.jpg,Kirchhoff-D.,2009,purest red with watermark halo and bright gold edge above lime green throat,(((Betty Ford × Hoochie Coochie Man) × sdlg) × (Seattle Dreaming × Painting the Roses Red)),Tetraploid,"Early-Midseason,Rebloom",25,4,"","6.25 in, (16 cm)",Extended,MABAMOM,Evergreen,"30 in, (76 cm)","","",""
Barbara Mitchell,$6.00,,13826,https://www.daylilies.org/DaylilyDB/detail.php?id=13826,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Barbara_Mitchell.jpg,Pierce-C.,1984,pink self with green throat,(Fairy Tale Pink × Beverly Ann),Diploid,"Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,314-81,Semi-Evergreen,"20 in, (51 cm)","","",""
Barbara Watts,$40.00,,160206,https://www.daylilies.org/DaylilyDB/detail.php?id=160206,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Barbara_Watts.jpg,Kirchhoff-D.,2008,peach cantelope cream blend with pastel yellow gold edge above yellow to green throat,"",Tetraploid,"Early-Midseason,Rebloom",20,3,Double 100%,"6 in, (15 cm)",Extended,Losttoothydbl,Evergreen,"28 in, (71 cm)","","",""
Barbie In Pink,$10.00,,152953,https://www.daylilies.org/DaylilyDB/detail.php?id=152953,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/barbie_in_pink.jpg,Petit,2005,pink with gold edge above green throat,((Ed Brown × Tet. Dena Marie) × Kissed From Afar),Tetraploid,"Midseason,Rebloom",15,2,"","8 in, (20 cm)",Diurnal,T-04-13-EB TDM KFA,Semi-Evergreen,"28 in, (71 cm)",Fragrant,"",""
Bark At Me,$6.00,,45798,https://www.daylilies.org/DaylilyDB/detail.php?id=45798,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bark at Me.jpg,Roberts-N.,1999,reddish purple with purple eyezone above yellow throat,(Lake Norman Spider × Rainbow Spangles),Diploid,"Midseason,Rebloom",16,4,Unusual FormCrispate,"7.5 in, (19 cm)",Diurnal,LENR0299,Semi-Evergreen,"36 in, (91 cm)","","",""
Bart Roberts,$30.00,,159248,https://www.daylilies.org/DaylilyDB/detail.php?id=159248,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BART ROBERTS.jpg,Stamile,2008,orchid rose with ruby eye above green throat,(Aragon × Tet. Peppermint Delight),Tetraploid,Midseason,28,4,"","6.5 in, (17 cm)",Diurnal,5238-C,Semi-Evergreen,"27 in, (69 cm)","","",""
Bat Masterson,$10.00,,145682,https://www.daylilies.org/DaylilyDB/detail.php?id=145682,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/bat_masterson.jpg,Stamile,2002,orange with red eye above green throat,(Mister Lucky × Awesome Candy),Tetraploid,"Early-Midseason,Rebloom",45,5,"","5 in, (13 cm)",Diurnal,9214-C,Evergreen,"28 in, (71 cm)",Fragrant,"",""
Bat Signal,"",,706,https://www.daylilies.org/DaylilyDB/detail.php?id=706,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BatSignal.jpg,Reed,1996,cream with purple eyezone,"",Diploid,Early-Midseason,"","",Unusual FormCrispate,"6 in, (15 cm)",Diurnal,"",Semi-Evergreen,"52 in, (132 cm)","","",""
Bela Lugosi,$10.00,,781,https://www.daylilies.org/DaylilyDB/detail.php?id=781,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bela Lugosi.jpg,Hanson-C.,1995,deep purple self with green throat,((sdlg × Nairobi Night) × Tet. Grand Masterpiece),Tetraploid,Midseason,"","","","6 in, (15 cm)",Diurnal,TGM PNNN,Semi-Evergreen,"33 in, (84 cm)","","",""
Bella Isabella,$20.00,,160032,https://www.daylilies.org/DaylilyDB/detail.php?id=160032,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bella_Isabella.jpg,Petit,2008,ivory with purple pattern eye and matching picotee with gold edge,((Spacecoast Sea Shells × Gary Colby) × (Rippled Oasis × Casper's Shadow)),Tetraploid,Midseason,20,3,"","5.5 in, (14 cm)",Diurnal,S09-5,Semi-Evergreen,"28 in, (71 cm)","","",""
Benton Sunset,$6.00,,815,https://www.daylilies.org/DaylilyDB/detail.php?id=815,https://www.daylilies.org/DaylilyDB/None,Bingham,1997,yellow bitone with a beige overlay and green throat,"",Diploid,"Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,1992AE,Semi-Evergreen,"30 in, (76 cm)",Fragrant,"",""
Berry Cheesecake,$15.00,,153010,https://www.daylilies.org/DaylilyDB/detail.php?id=153010,https://www.daylilies.org/DaylilyDB/None,Rogers-C.,2005,wineberry with gold edge above green yellow throat,((Roses In Snow × unknown) × Fluff and Stuff),Tetraploid,"Midseason,Rebloom",21,3,"","5.5 in, (14 cm)","",3PU,Evergreen,"30 in, (76 cm)","","",""
Bertie,$8.00,,826,https://www.daylilies.org/DaylilyDB/detail.php?id=826,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bertie.jpg,Salter-E.H.,1998,yellow with washed blue violet eye edged violet and green throat,(Witches Wink × Tet. Little Print),Tetraploid,"Early-Midseason,Rebloom",40,5,"","3.5 in, (9 cm)",Diurnal,"",Semi-Evergreen,"24 in, (61 cm)","","",""
Best Kept Secret,$8.00,,14306,https://www.daylilies.org/DaylilyDB/detail.php?id=14306,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Best Kept Secret.jpg,Kirchhoff-D.,1990,rose pink with coral rose watermark,((Ming Porcelain × Inner View) × Tet. Blue Happiness),Tetraploid,"Midseason,Rebloom","","","","5.5 in, (14 cm)",Extended,BHPI-,Evergreen,"28 in, (71 cm)",Fragrant,"",""
Better Than Butter,$8.00,,148458,https://www.daylilies.org/DaylilyDB/detail.php?id=148458,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/better_than_butter.jpg,Carr,2003,yellow with yellow gold edge above green throat,(Pearl Harbor × Call Me Irresistible),Tetraploid,"Early-Midseason,Rebloom",20,3,"","5.25 in, (13 cm)",Diurnal,pEARLCALLME 7-27,Evergreen,"27 in, (69 cm)",Fragrant,"",""
Betty'S Pick,$10.00,,143629,https://www.daylilies.org/DaylilyDB/detail.php?id=143629,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bettys_Pick.jpg,Roberts-N.,2001,pewter flesh bicolor above yellow green throat,"",Diploid,"Early-Midseason,Rebloom",24,4,Unusual FormCascade,"11 in, (28 cm)",Extended,98-221,Semi-Evergreen,"38 in, (97 cm)","","",""
Big Bad Wolf,$20.00,,161964,https://www.daylilies.org/DaylilyDB/detail.php?id=161964,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Big_Bad_Wolf.jpg,Hansen-D.,2009,purple with white tooth edge above yellow throat,(sdlg × Jim Weissenberger),Tetraploid,"Midseason,Rebloom",18,4,"","7.5 in, (19 cm)","",7BM2,Evergreen,"24 in, (61 cm)","","",""
Big Fuss,$50.00,,172944,https://www.daylilies.org/DaylilyDB/detail.php?id=172944,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BIG FUSS.jpg,Joiner-J.,2013,"large salmon double, yellow to orange throat",(sdlg × sdlg),Tetraploid,"Midseason,Rebloom",25,5,Double 95%,"7 in, (18 cm)",Diurnal,J08-TD-sdlg x sdlg 178,Evergreen,"31 in, (79 cm)",Fragrant,"",""
Big Kiss,$10.00,,891,https://www.daylilies.org/DaylilyDB/detail.php?id=891,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Big_Kiss.jpg,Joiner,1991,light peach with light rose eyezone above light green throat,(Dublin Elaine × Frances Joiner),Diploid,"Midseason,Rebloom","","",Double,"5.5 in, (14 cm)",Diurnal,89-DD-DE-FJ-4,Dormant,"28 in, (71 cm)",Fragrant,"",""
Big Mac Attack,$15.00,,147745,https://www.daylilies.org/DaylilyDB/detail.php?id=147745,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/big_mac_attack.jpg,Grace-Smith,2004,cream pink blend above green throat,(sdlg × Mark Alan Carpenter),Tetraploid,"Early,Rebloom",24,4,"","7 in, (18 cm)",Diurnal,"",Semi-Evergreen,"26 in, (66 cm)","","",""
Big Red Wagon,"",,159323,https://www.daylilies.org/DaylilyDB/detail.php?id=159323,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Big_Red_Wagon.jpg,Stamile,2008,red with gold edge above green throat,(((Scarlet Lace × sdlg) × ((Scarlet Lace × sdlg) × Complementary Colors)),Tetraploid,"Midseason,Rebloom",55,7,"","6.5 in, (17 cm)",Diurnal,6276-D,Evergreen,"27 in, (69 cm)","","",""
Big Sur,$10.00,,903,https://www.daylilies.org/DaylilyDB/detail.php?id=903,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BIG_SUR.jpg,Stamile,1997,rose self with a green throat,(Chance Encounter × Seminole Wind),Tetraploid,"Early-Midseason,Rebloom","","","","6.5 in, (17 cm)",Extended,542,Semi-Evergreen,"30 in, (76 cm)",Very Fragrant,"",""
Billy Goat,$10.00,,161966,https://www.daylilies.org/DaylilyDB/detail.php?id=161966,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BILLY_GOAT.jpg,Hansen-D.,2009,amaranth self above yellow throat,(Bursting Into Life × ((sdlg × Fluff and Stuff) × (Pink Intrigue × sdlg))),Tetraploid,"Midseason,Rebloom",24,5,"","7 in, (18 cm)","",7B1L1,Evergreen,"36 in, (91 cm)",Fragrant,"",""
Bird Talk,"",,152735,https://www.daylilies.org/DaylilyDB/detail.php?id=152735,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bird_Talk.jpg,Lambertson,2005,cream pastel with smoky slate blue eye and edge with gold border above green throat,((sdlg × Cretaceous Crunch) × Mildred Mitchell),Tetraploid,"Early-Midseason,Rebloom",25,4,"","6.5 in, (17 cm)",Diurnal,LL 00 67,Semi-Evergreen,"24 in, (61 cm)","","",""
Bit Of Blue,$10.00,,149891,https://www.daylilies.org/DaylilyDB/detail.php?id=149891,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Bit_of_Blue.jpg,Stamile,2004,cream with multicolored eye above green throat,(Mysterious Eyes × Tet. Crystal Blue Persuasion),Tetraploid,"Extra Early,Rebloom",29,4,"","4.25 in, (11 cm)",Diurnal,3262-A,Evergreen,"26 in, (66 cm)",Fragrant,"",""
Black Ambrosia,"",,945,https://www.daylilies.org/DaylilyDB/detail.php?id=945,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BLACK AMBROSIA.jpg,Salter,1991,black purple self with green throat,(sdlg × Quest for Excalibur),Tetraploid,"Midseason,Rebloom","","","","5 in, (13 cm)",Diurnal,"",Semi-Evergreen,"28 in, (71 cm)","","",""
Black Ice,$8.00,,45889,https://www.daylilies.org/DaylilyDB/detail.php?id=45889,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Black Ice revised.jpg,Roberts-N.,2000,black self above yellow green throat,"",Diploid,Midseason,15,3,Spider 4.13:1,"7.5 in, (19 cm)",Nocturnal,LENR0799,Semi-Evergreen,"32 in, (81 cm)","","",""
Black Maroon,$8.00,,,,,,,,,,,,,,,,,,,,,
Black Panther,"",,166605,https://www.daylilies.org/DaylilyDB/detail.php?id=166605,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Black-Panther.jpg,Gossard,2012,black purple with a very dark black purple eyezone and green throat,((Earth Shaker × Heavenly Thunderbird) × Webster's Purple Wonder),Tetraploid,"Midseason-Late,Rebloom",42,7,Unusual FormCascade,"9.5 in, (24 cm)",Diurnal,"",Dormant,"44 in, (112 cm)",Fragrant,"",""
Black Parrots,"",,170930,https://www.daylilies.org/DaylilyDB/detail.php?id=170930,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Black Parrots.jpg,Trimmer,2012,ivory with black plum eye and edge,(sdlg × Rumble in the Jungle),Tetraploid,"Midseason,Rebloom",16,1,"","6 in, (15 cm)",Diurnal,2012-1,Evergreen,"29 in, (74 cm)","","",""
Black Plush,$8.00,,14681,https://www.daylilies.org/DaylilyDB/detail.php?id=14681,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Black Plush.jpg,Connell,1955,velvety red black self,"",Diploid,Midseason,"","",Spider 4.60:1,"",Diurnal,54-145,Evergreen,"32 in, (81 cm)","","",""
Black Velvet Baby,"",,157909,https://www.daylilies.org/DaylilyDB/detail.php?id=157909,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Black_Velvet_Baby.jpg,Kinnebrew-J.,2007,ruffled black red self,(sdlg × Lil' Red Wagon),Tetraploid,"Early-Midseason,Rebloom",24,3,"","3.5 in, (9 cm)",Diurnal,BBar X EJewel)L Red,Semi-Evergreen,"24 in, (61 cm)","","",""
Blazing Cannons,"",,169967,https://www.daylilies.org/DaylilyDB/detail.php?id=169967,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BLAZING CANNONS.jpg,Waldrop,2013,"bold red with a lighter red eye and a yellow to green throat, light yellow ruffled edge",(Spacecoast Blood Diamond × Home of the Free),Tetraploid,"Early-Midseason,Rebloom",25,5,"","7 in, (18 cm)",Diurnal,1-383,Semi-Evergreen,"31 in, (79 cm)","","",""
Blue Beat,"",,159314,https://www.daylilies.org/DaylilyDB/detail.php?id=159314,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Blue_Beat.jpg,Stamile,2008,pink with blue eye above green throat,(Which Way? × Cosmic Odyssey),Tetraploid,"Midseason,Rebloom",50,6,"","4.25 in, (11 cm)",Diurnal,673,Evergreen,"36 in, (91 cm)",Very Fragrant,"",""
Blue Desire,"",,158136,https://www.daylilies.org/DaylilyDB/detail.php?id=158136,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Blue_Desire.jpg,Gossard,2007,flesh pink with blue eye into maroon colors with light rose pink edge above very green to charcoal throat,(Delta Blues × Tet. Crystal Blue Persuasion),Tetraploid,"Early-Midseason,Rebloom",22,4,"","4.75 in, (12 cm)",Diurnal,DBCBP#1,Evergreen,"28 in, (71 cm)",Fragrant,"",""
Blue Moon Rising,"",,1013,https://www.daylilies.org/DaylilyDB/detail.php?id=1013,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Blue Moon Rising.jpg,Salter-E.H.,1991,pale ivory peach with blue violet eyezone above yellow green throat,"",Diploid,"Midseason,Rebloom","","","","3 in, (8 cm)",Diurnal,"",Semi-Evergreen,"24 in, (61 cm)","","",""
Blue oasis,"",,146966,https://www.daylilies.org/DaylilyDB/detail.php?id=146966,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/BLUE OASIS.jpg,Salter-E.H.,2002,cream white with large round blue violet eye above yellow green throat,(Mystic Mariner × sdlg),Diploid,"Early-Midseason,Rebloom",35,4,"","3.5 in, (9 cm)",Diurnal,"",Evergreen,"20 in, (51 cm)","","",""
Blue-breasted Bee-eater,"",,167619,https://www.daylilies.org/DaylilyDB/detail.php?id=167619,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Blue-breasted Bee-eater.jpg,Lambertson,2011,"medium purple, large blue eye and edge, yellow cream outer edge, green throat",(Archaeopteryx × sdlg),Tetraploid,"Early-Midseason,Rebloom",30,4,"","6 in, (15 cm)",Diurnal,LL0178,Semi-Evergreen,"25 in, (64 cm)","","",""
Blue-Eyed Curls,$8.00,,141584,https://www.daylilies.org/DaylilyDB/detail.php?id=141584,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/blue-eyed_curls.jpg,Lambertson,2000,medium purple bitone with blue violet eye above green throat,(Eyes a Blue × Royal Celebration),Tetraploid,"Early-Midseason,Rebloom",20,3,Unusual FormCrispate,"9 in, (23 cm)",Diurnal,LL-00-02,Semi-Evergreen,"36 in, (91 cm)","","",""
Blueberry Dream,$20.00,,164548,https://www.daylilies.org/DaylilyDB/detail.php?id=164548,https://www.daylilies.org/DaylilyDB/AHSPhoto/B/Blueberry Dream.jpg,Stamile-Pierce,2010,"orchid base with purple black eye, double edging of purple black and white, above a green throat",((Calling All Angels × Precious Candy) × Sense of Wonder),Tetraploid,"Early,Rebloom",30,5,"","5.5 in, (14 cm)",Diurnal,7218,Evergreen,"28 in, (71 cm)",Fragrant,"",""
